Media Source,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
@CBSNews,Sat Jun 09 22:19:39 +0000 2018,"""A lot of people in Congress are focused on what's going to happen tomorrow, not what's going to happen in 2026"": T… https://t.co/iVUotZcDZB",0.3818,0.106,0.894,0.0,46
@CBSNews,Sat Jun 09 22:19:39 +0000 2018,California Officials say wildfires last year that killed 15 are attributable to Pacific Gas &amp; Electric Co. equipmen… https://t.co/a50mKES8Ss,-0.6705,0.0,0.8,0.2,47
@CBSNews,Sat Jun 09 21:59:49 +0000 2018,The Category 4 hurricane brewing off the coast of Mexico and Baja California Sur will make for dangerous swells and… https://t.co/cWAlq5t2sx,-0.4767,0.0,0.86,0.14,48
@CBSNews,Sat Jun 09 21:39:56 +0000 2018,Buildings in the Bay Area lit up blue and gold overnight as fans celebrated the Golden State @Warriors' third NBA c… https://t.co/ec26P3ueg3,0.5719,0.15,0.85,0.0,49
@CBSNews,Sat Jun 09 21:19:31 +0000 2018,"Volkswagen's plan to end production of the iconic model won't change the love many owners have for their ""bugs""— or… https://t.co/rs7fn7GOJn",-0.5216,0.0,0.856,0.144,50
@CBSNews,Sat Jun 09 20:59:38 +0000 2018,"Toxic abuse has long been a staple of darker social-media realms, message boards and internet comments pages -- but… https://t.co/78lXrTPDdd",-0.6369,0.0,0.811,0.189,51
@CBSNews,Sat Jun 09 20:40:21 +0000 2018,"Prince George may be Britain's future king, but his cousin Savannah Phillips isn't shy about telling him to quiet d… https://t.co/RWpQeA8K3b",0.2755,0.095,0.905,0.0,52
@CBSNews,Sat Jun 09 20:19:24 +0000 2018,As this year's Puerto Rican Day Parade draws attention to the island's continued struggle in the wake of Hurricane… https://t.co/HulKjfBHpo,-0.3182,0.0,0.892,0.108,53
@CBSNews,Sat Jun 09 20:02:01 +0000 2018,A salmonella outbreak spanning eight states that infected 60 and hospitalized 31 has been connected to pre-cut melo… https://t.co/4YO6g3W7vD,-0.4939,0.0,0.842,0.158,54
@CBSNews,Sat Jun 09 19:42:37 +0000 2018,"RT @CBSSunday: TOMORROW 

Jim Parsons, best known for his work in front of the camera on @bigbangtheory &amp; on the stage in the revival of @B…",0.6369,0.144,0.856,0.0,55
@CBSNews,Sat Jun 09 19:39:57 +0000 2018,"""It is a myth that asking about suicide will cause someone to commit suicide"": Experts offer insight on interventio… https://t.co/cQwktOodtT",-0.5106,0.093,0.717,0.19,56
@CBSNews,Sat Jun 09 19:19:51 +0000 2018,"President Trump cut his G-7 attendance short to leave for the summit in Singapore, leaving other leaders to discuss… https://t.co/drnDIHeJK9",-0.3182,0.0,0.845,0.155,57
@CBSNews,Sat Jun 09 19:00:22 +0000 2018,"Shahab fled Iran after he was beaten and jailed for converting to Christianity. Now in the U.S., he’s free from all… https://t.co/0fctuXaeRS",-0.4019,0.117,0.671,0.212,58
@CBSNews,Sat Jun 09 18:40:11 +0000 2018,Russian President Vladimir Putin was caught delicately crafting dumplings Friday during his visit to China https://t.co/beLeCP6unJ,0.1779,0.116,0.809,0.075,59
@CBSNews,Sat Jun 09 18:21:23 +0000 2018,Doctors told her parents she likely wouldn't live long— then that she would never walk. This 19-year-old with cereb… https://t.co/SKziTGHEFj,0.0,0.0,1.0,0.0,60
@CBSNews,Sat Jun 09 18:14:56 +0000 2018,The 2018 Belmont Stakes is set to take place this evening -- and one horse is hoping to win the Triple Crown… https://t.co/lQDgMcPIPd,0.765,0.239,0.761,0.0,61
@CBSNews,Sat Jun 09 17:50:04 +0000 2018,"Ahead of the highly-anticipated summit with North Korea, @CBSEveningNews anchor @JeffGlor is in Singapore:… https://t.co/MnZjShPdgw",0.0,0.0,1.0,0.0,62
@CBSNews,Sat Jun 09 17:29:57 +0000 2018,"Electric cars are already here. Now, companies are looking to move the technology into another space: airplanes.… https://t.co/JhtJSzubZs",0.0,0.0,1.0,0.0,63
@CBSNews,Sat Jun 09 17:16:39 +0000 2018,RT @CBSThisMorning: .@TheTonyAwards are on @CBS tomorrow night! Here’s a look at some of the preparations ahead of Broadway’s biggest night…,0.0,0.0,1.0,0.0,64
@CBSNews,Sat Jun 09 17:10:21 +0000 2018,President Trump said it won't take long for him to tell if North Korean leader Kim Jong Un is serious about denucle… https://t.co/sKVAqhatkJ,-0.0772,0.0,0.944,0.056,65
@CBSNews,Sat Jun 09 16:50:01 +0000 2018,The family in charge of the Singapore hotel hosting the U.S.-North Korea summit shares Trump-like ambition… https://t.co/sDTZlDpuBg,0.296,0.121,0.879,0.0,66
@CBSNews,Sat Jun 09 16:29:33 +0000 2018,"Top-ranked Simona Halep wins the #FrenchOpen by defeating Sloane Stephens 3-6, 6-4, 6-1 https://t.co/en40gwzJJT https://t.co/SHLFffYyEO",0.2732,0.192,0.674,0.135,67
@CBSNews,Sat Jun 09 16:10:30 +0000 2018,"He risked his life, traveling thousands of miles to cross the U.S. border, but his journey is far from over. Stream… https://t.co/1CyQsRrk9D",-0.1154,0.0,0.935,0.065,68
@CBSNews,Sat Jun 09 15:49:30 +0000 2018,The Afghan Taliban announced a 3-day cease-fire for the Eid al-Fitr holiday at the end of the holy month of Ramadan… https://t.co/CrcHIAuFe1,0.4019,0.119,0.881,0.0,69
@CBSNews,Sat Jun 09 15:41:55 +0000 2018,"President Trump says he will ""know in the first minute"" whether North Korean leader Kim Jong Un is ""serious"" about… https://t.co/47Aqo1HEga",0.0,0.0,1.0,0.0,70
@CBSNews,Sat Jun 09 15:29:42 +0000 2018,Prince Harry and Meghan Markle joined the pageantry of the annual Trooping the Color ceremony to celebrate Queen El… https://t.co/0YsALCVVNH,0.5719,0.163,0.837,0.0,71
@CBSNews,Sat Jun 09 15:10:07 +0000 2018,WATCH: Take a look at how the coastline of Hawaii's Big Island has changed since the Kilauea volcano began erupting… https://t.co/MhZSAxyHnr,0.0,0.0,1.0,0.0,72
@CBSNews,Sat Jun 09 14:49:49 +0000 2018,4 U.S. service members who were wounded in an extremist attack in Somalia that killed one special operations soldie… https://t.co/bcEyYzRuJl,-0.7096,0.103,0.608,0.289,73
@CBSNews,Sat Jun 09 14:39:43 +0000 2018,"Reporter: How long do you think it will take you to figure out whether Kim Jong Un is serious?

President Trump: “I… https://t.co/OBU0BrL9qf",-0.0772,0.0,0.944,0.056,74
@CBSNews,Sat Jun 09 14:36:02 +0000 2018,"President Trump says the U.S. relationship with its allies ""is a 10"" following G-7 summit https://t.co/syywHUMwLG https://t.co/mtKO3vrHT7",0.0,0.0,1.0,0.0,75
@CBSNews,Sat Jun 09 14:31:24 +0000 2018,"""You know, Obama can say all he wants, but he allowed Russia to take Crimea. I may have had a much different attitu… https://t.co/E3sMsGuxnK",0.0,0.0,1.0,0.0,76
@CBSNews,Sat Jun 09 14:26:38 +0000 2018,"""Tariffs are going to come way down because we people cannot continue to do that,"" President Trump says. ""We are li… https://t.co/oU0EL8VFIN",0.0,0.0,1.0,0.0,77
@CBSNews,Sat Jun 09 14:23:43 +0000 2018,"""I think it would be an asset to have Russia back in [the G-7]. I think it would be good for the world,"" President… https://t.co/SjvNCse3XM",0.6597,0.197,0.803,0.0,78
@CBSNews,Sat Jun 09 14:22:36 +0000 2018,"""I really feel confident. I feel that Kim Jong Un wants to do something great for his people, and he has that oppor… https://t.co/vife8VEUjx",0.8214,0.265,0.735,0.0,79
@CBSNews,Sat Jun 09 14:20:16 +0000 2018,"""I will be on a mission of peace, and we will carry in, really -- in my heart, we are going to be carrying the hear… https://t.co/kAORBwtI0w",0.5423,0.123,0.877,0.0,80
@CBSNews,Sat Jun 09 14:16:38 +0000 2018,"""We want and expect other nation to provide fair market access to American exports and that we will take whatever s… https://t.co/Ss7moC0GQc",0.3818,0.153,0.847,0.0,81
@CBSNews,Sat Jun 09 14:14:03 +0000 2018,WATCH LIVE: President Trump delivers statement at G-7 summit as he prepares to head to Singapore for meeting with N… https://t.co/8ZKOqjf4qs,0.0,0.0,1.0,0.0,82
@CBSNews,Sat Jun 09 13:49:30 +0000 2018,"For more than a year, Florida failed to do national background checks that could have disqualified people from gain… https://t.co/hvt09tJdaV",-0.7269,0.0,0.736,0.264,83
@CBSNews,Sat Jun 09 13:30:03 +0000 2018,Can President Trump and Kim Jong Un end the 68-year-old Korean War? https://t.co/yJYhxdnN74 https://t.co/z54J6O7jJK,-0.5994,0.0,0.769,0.231,84
@CBSNews,Sat Jun 09 13:15:54 +0000 2018,Search teams have located the body of a woman who vanished Friday in a suspected alligator attack… https://t.co/wg7RX1ZqLv,-0.2263,0.0,0.888,0.112,85
@CBSNews,Sat Jun 09 13:03:03 +0000 2018,"""Zero trust"" between U.S. and North Korea ahead of historic summit https://t.co/2bT4TFLoUf https://t.co/8VpZ7gHoRk",0.5106,0.216,0.784,0.0,86
@CBSNews,Sat Jun 09 12:48:04 +0000 2018,"University offers $3,500 to get sick and stay in ""Hotel Influenza"" https://t.co/pHdAork3OW https://t.co/pnJwdLVXQE",-0.5106,0.0,0.784,0.216,87
@CBSNews,Sat Jun 09 12:33:04 +0000 2018,"Gloria Williams sentenced for kidnapping newborn from hospital, raising child as her own https://t.co/oQxTlSaIMO https://t.co/RPOft178nu",-0.0258,0.0,0.927,0.073,88
@CBSNews,Sat Jun 09 12:18:04 +0000 2018,"Mother, her boyfriend sentenced in boy's ""beyond animalistic"" child abuse death https://t.co/P61Ja7u7kS https://t.co/1OI79KPaIj",-0.8481,0.0,0.521,0.479,89
@CBSNews,Sat Jun 09 12:03:04 +0000 2018,Former Senate Intel staffer accused of lying to FBI makes first court appearance https://t.co/Ci68UqgVxb https://t.co/tLQ2bY4iDB,-0.6808,0.0,0.699,0.301,90
@CBSNews,Sat Jun 09 11:48:03 +0000 2018,Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,0.0,0.0,1.0,0.0,91
@CBSNews,Sat Jun 09 11:33:03 +0000 2018,Fox News' Charles Krauthammer says he has weeks to live https://t.co/4HPbRwLsAc https://t.co/wz1UiswLri,0.0,0.0,1.0,0.0,92
@CBSNews,Sat Jun 09 11:18:03 +0000 2018,Palestinians killed in protest near Israel-Gaza border https://t.co/DhtoKuJN9x https://t.co/qGbxFIUtK2,-0.7579,0.0,0.519,0.481,93
@CBSNews,Sat Jun 09 11:03:05 +0000 2018,Group photo masks underlying tension at G-7 summit https://t.co/gWeG8c22fI https://t.co/2Aqe8J9lyH,-0.3182,0.0,0.796,0.204,94
@CBSNews,Sat Jun 09 10:48:04 +0000 2018,"Mom in ""affluenza"" case in Texas jail after positive drug test https://t.co/BdS7ls5VfD https://t.co/07u57WLNPp",0.5574,0.231,0.769,0.0,95
@CBSNews,Sat Jun 09 10:33:04 +0000 2018,Stars react to Anthony Bourdain's death https://t.co/XaqFFj4SOP https://t.co/i6KvwcoZeI,-0.5994,0.0,0.642,0.358,96
@CBSNews,Sat Jun 09 10:18:05 +0000 2018,$315M Powerball Jackpot winner comes forward https://t.co/ld8gpKWB2g https://t.co/MDyi8AsNCn,0.5859,0.352,0.648,0.0,97
@CBSNews,Sat Jun 09 10:03:05 +0000 2018,Former security chief for Senate Intelligence Committee indicted https://t.co/WWaotj7p68 https://t.co/XSkfk4QC4s,0.6705,0.407,0.593,0.0,98
@CBSNews,Sat Jun 09 09:48:06 +0000 2018,Teen's arrest prompts new use-of-force investigation for Mesa police https://t.co/AomCZUrMUq https://t.co/2NSzowvnSO,-0.34,0.0,0.806,0.194,99
@CBSNews,Sat Jun 09 09:33:03 +0000 2018,Stormy Daniels' former attorney countersues https://t.co/CHACqidrrE https://t.co/j0JS2Q636P,0.0,0.0,1.0,0.0,100
@CNN,Sun Jun 10 06:46:00 +0000 2018,Watch these homes being built using a 3D printer https://t.co/igaBP4BFwG https://t.co/OENJ2gjPMO,0.0,0.0,1.0,0.0,1
@CNN,Sun Jun 10 06:31:03 +0000 2018,KFC says it will break with its meat-loving tradition and begin testing a vegetarian alternative to chicken later t… https://t.co/yC1M6C0AcC,0.0,0.0,1.0,0.0,2
@CNN,Sun Jun 10 06:16:00 +0000 2018,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/zt61wtMtIJ",0.3612,0.122,0.878,0.0,3
@CNN,Sun Jun 10 06:01:07 +0000 2018,Organic matter has been found on Mars in soil samples the Curiosity rover took from 3 billion-year-old mudstone in… https://t.co/pW8qsukDC7,0.0258,0.058,0.942,0.0,4
@CNN,Sun Jun 10 05:46:00 +0000 2018,Ever felt like your vacation would make a good blockbuster movie? This tour company aims to capture your travel exp… https://t.co/1KCsSubDji,0.8519,0.354,0.646,0.0,5
@CNN,Sun Jun 10 05:31:08 +0000 2018,"Venezuela ranks as the most dangerous country in the world for the second straight year, according to a new Gallup… https://t.co/lCw9dMhSmL",-0.3597,0.082,0.773,0.146,6
@CNN,Sun Jun 10 05:16:00 +0000 2018,IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/0J9zyNqpDw,0.4939,0.144,0.856,0.0,7
@CNN,Sun Jun 10 05:01:03 +0000 2018,Time cover gets Trump just right | By Michael D'Antonio via @CNNOpinion https://t.co/LImdABhqD6 https://t.co/c5TdPAmDT0,0.0,0.0,1.0,0.0,8
@CNN,Sun Jun 10 04:46:00 +0000 2018,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1UcNt https://t.co/kMHKkUk9Ar,0.4215,0.219,0.781,0.0,9
@CNN,Sun Jun 10 04:31:46 +0000 2018,A new television ad showing a gubernatorial candidate kissing his husband is the first political spot in US history… https://t.co/oFAb0OQz6O,0.5719,0.179,0.821,0.0,10
@CNN,Sun Jun 10 04:16:00 +0000 2018,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/OETLElsBV8",0.5859,0.153,0.847,0.0,11
@CNN,Sun Jun 10 04:01:04 +0000 2018,This is the poem a kindergarten teacher hung up so her students know what to do in a school shooting… https://t.co/dw4JPKapFh,0.0,0.0,1.0,0.0,12
@CNN,Sun Jun 10 03:30:06 +0000 2018,The Trump administration's latest attack on Obamacare would gut protections for the sick https://t.co/4SScNIDSDP https://t.co/SmCnIP4Wwj,-0.7506,0.0,0.67,0.33,13
@CNN,Sun Jun 10 03:00:10 +0000 2018,"The week began with news of Trump canceling the Philadelphia Eagles' visit to the White House, and ended with news… https://t.co/RnTSl1biuW",0.0,0.0,1.0,0.0,14
@CNN,Sun Jun 10 02:30:06 +0000 2018,"President Trump says his relationships with other Western leaders are perfect, but the truth is the transatlantic a… https://t.co/SRmvcifksG",0.6486,0.238,0.762,0.0,15
@CNN,Sun Jun 10 02:00:55 +0000 2018,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/LYZrSETumR,0.539,0.148,0.852,0.0,16
@CNN,Sun Jun 10 01:39:24 +0000 2018,"RT @cnnbrk: After Trump reversed his position on a G7 statement, Sen. McCain said to US allies: ""Americans stand with you, even if our Pres…",0.0,0.0,1.0,0.0,17
@CNN,Sun Jun 10 01:30:15 +0000 2018,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/FBT6PiNiuT,-0.6486,0.0,0.782,0.218,18
@CNN,Sun Jun 10 01:00:00 +0000 2018,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/EFfFTW85e1",0.5859,0.153,0.847,0.0,19
@CNN,Sun Jun 10 00:30:08 +0000 2018,"As the millions of US children diagnosed with ADHD move into adulthood, more and more are wondering whether to cont… https://t.co/KyyWswuJUN",0.0,0.0,1.0,0.0,20
@CNN,Sun Jun 10 00:03:12 +0000 2018,"President Trump calls Canadian Prime Minister Justin Trudeau ""very dishonest and weak,"" accusing him of making ""fal… https://t.co/fj0JucTrXy",-0.6901,0.0,0.738,0.262,21
@CNN,Sun Jun 10 00:00:04 +0000 2018,"Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/luJqdfSzRj",0.6124,0.238,0.762,0.0,22
@CNN,Sat Jun 09 23:30:13 +0000 2018,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/wYZnzHjRli,-0.5994,0.0,0.849,0.151,23
@CNN,Sat Jun 09 23:00:05 +0000 2018,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/xEzj6dMTcl",-0.296,0.0,0.824,0.176,24
@CNN,Sat Jun 09 22:58:33 +0000 2018,BREAKING: Justify wins the 150th running of the Belmont Stakes to win horse racing’s 13th Triple Crown https://t.co/TUE8Wwe8FS,0.8176,0.319,0.681,0.0,25
@CNN,Sat Jun 09 22:30:05 +0000 2018,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/3nTj0nA5h9,0.765,0.329,0.526,0.145,26
@CNN,Sat Jun 09 22:15:00 +0000 2018,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/8rub7aG2Ej",0.5859,0.223,0.703,0.074,27
@CNN,Sat Jun 09 22:00:13 +0000 2018,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/YYJPIxu1zN,-0.6486,0.0,0.782,0.218,28
@CNN,Sat Jun 09 21:53:00 +0000 2018,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/h96qLLu7qu",0.2732,0.1,0.9,0.0,29
@CNN,Sat Jun 09 21:45:05 +0000 2018,"Danny Kirwan, a guitarist who appeared on five of Fleetwood Mac's albums, died in London on Friday, according to th… https://t.co/KUwHtJ6ins",-0.5574,0.0,0.841,0.159,30
@CNN,Sat Jun 09 21:37:48 +0000 2018,JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump'… https://t.co/AiVDwmzMvV,-0.296,0.0,0.885,0.115,31
@CNN,Sat Jun 09 21:10:05 +0000 2018,"Her rare skin condition keeps her indoors, but she braved the sun to walk at graduation https://t.co/ZkdCAXZwUE https://t.co/k6YeRZ6lI0",0.5927,0.185,0.815,0.0,32
@CNN,Sat Jun 09 21:00:06 +0000 2018,An internal Census Bureau memo sent to Commerce Secretary Wilbur Ross warns that adding a citizenship question to t… https://t.co/0AZC4nYfN2,-0.1027,0.0,0.928,0.072,33
@CNN,Sat Jun 09 20:50:07 +0000 2018,Secretary of State Mike Pompeo reiterated US calls for North Korea to completely rid itself of all remnants of its… https://t.co/3RxJpEMn3K,0.0,0.0,1.0,0.0,34
@CNN,Sat Jun 09 20:40:09 +0000 2018,Syracuse University has suspended 15 members of a professional fraternity after they appeared in videos that the sc… https://t.co/X6Bs6DkczE,-0.4767,0.0,0.846,0.154,35
@CNN,Sat Jun 09 20:30:08 +0000 2018,Porsche's first electric car will be called the Taycan https://t.co/Wxy5sh45nm https://t.co/3m7qXCcg2J,0.0,0.0,1.0,0.0,36
@CNN,Sat Jun 09 20:20:24 +0000 2018,"There was nobody like Anthony Bourdain, and there was no show like #PartsUnknown. CNN pays tribute with a special n… https://t.co/9TgJMgP7Kc",0.6705,0.297,0.618,0.085,37
@CNN,Sat Jun 09 20:10:07 +0000 2018,"President Trump says his relationships with other Western leaders are perfect, but the truth is the transatlantic a… https://t.co/o0UsVXeClf",0.6486,0.238,0.762,0.0,38
@CNN,Sat Jun 09 20:00:09 +0000 2018,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/c6kvYJ2vwn",0.0,0.0,1.0,0.0,39
@CNN,Sat Jun 09 19:50:34 +0000 2018,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/9jM2GjrhxU,0.539,0.148,0.852,0.0,40
@CNN,Sat Jun 09 19:40:00 +0000 2018,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/EOxmxM76Kk",0.5859,0.153,0.847,0.0,41
@CNN,Sat Jun 09 19:30:00 +0000 2018,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/bZV351RYJz",0.3612,0.122,0.878,0.0,42
@CNN,Sat Jun 09 19:20:09 +0000 2018,A man in Texas nearly died after the severed head of a rattlesnake bit him https://t.co/bqHnciUgf3 https://t.co/NmnJLHs3Hz,-0.7269,0.0,0.681,0.319,43
@CNN,Sat Jun 09 19:17:02 +0000 2018,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/lzZyRpT9Co,-0.6486,0.0,0.782,0.218,44
@CNN,Sat Jun 09 19:10:07 +0000 2018,"Authorities have found the remains of a woman killed by an alligator in Davie, Florida. The woman disappeared Frida… https://t.co/MlDdA6jk5h",-0.7506,0.0,0.726,0.274,45
@CNN,Sat Jun 09 19:00:08 +0000 2018,The small (but not insignificant) ways Anthony Bourdain made a difference in the lives of some everyday people… https://t.co/TMK8f9nYfC,0.0,0.0,1.0,0.0,46
@CNN,Sat Jun 09 18:50:01 +0000 2018,"In the history of horse racing, only 12 horses have ever won the fabled Triple Crown. But why is this trophy so dif… https://t.co/gDu0o6AgPX",0.3291,0.093,0.907,0.0,47
@CNN,Sat Jun 09 18:40:00 +0000 2018,"President Trump, while making remarks at the G7 summit, says he has not spoken to Vladimir Putin in ""quite a while,… https://t.co/4qmAImsiL4",0.0,0.0,1.0,0.0,48
@CNN,Sat Jun 09 18:30:14 +0000 2018,This computer can do more calculations per second than the world's population could do in a year… https://t.co/wqlDQvYF3L,0.0,0.0,1.0,0.0,49
@CNN,Sat Jun 09 18:20:06 +0000 2018,"At the G7 meeting, President Trump called for an end to tariffs and scolded other countries for using the United St… https://t.co/KG7SFGii09",0.4215,0.118,0.882,0.0,50
@CNN,Sat Jun 09 18:10:00 +0000 2018,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1CBVV https://t.co/8KbIHW3k74,0.4215,0.219,0.781,0.0,51
@CNN,Sat Jun 09 18:00:06 +0000 2018,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/MD6vhMxOh8,0.765,0.329,0.526,0.145,52
@CNN,Sat Jun 09 17:50:06 +0000 2018,"What is a tariff? Your trade questions, answered https://t.co/AIJVEEOzHM https://t.co/HT5UJDzzjl",0.0,0.0,1.0,0.0,53
@CNN,Sat Jun 09 17:40:05 +0000 2018,A Sikh soldier wore a turban in Queen Elizabeth ll's official birthday parade https://t.co/LK0fihnFB2 https://t.co/142baFgcVA,0.0,0.0,1.0,0.0,54
@CNN,Sat Jun 09 17:27:05 +0000 2018,A former diplomat at the Vatican Embassy in Washington has been indicted by a Vatican court for possession of child… https://t.co/CSRKlOzeg8,0.0,0.0,1.0,0.0,55
@CNN,Sat Jun 09 17:18:43 +0000 2018,Simona Halep wins first grand slam title by beating Sloane Stephens at the French Open https://t.co/0tMJbvB40e https://t.co/s3YRroOgXu,0.2732,0.265,0.514,0.221,56
@CNN,Sat Jun 09 16:59:35 +0000 2018,President Trump doubles down on his call for Russia to be readmitted into the G7 and blames former President Obama… https://t.co/3zkWB92wwY,-0.4019,0.0,0.881,0.119,57
@CNN,Sat Jun 09 16:47:11 +0000 2018,The Trump administration's latest attack on Obamacare would gut protections for the sick https://t.co/ikBcCkGeAT https://t.co/ehXI4vF0vc,-0.7506,0.0,0.67,0.33,58
@CNN,Sat Jun 09 16:36:04 +0000 2018,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/Zuo9XcYf9a,-0.5994,0.0,0.849,0.151,59
@CNN,Sat Jun 09 16:26:06 +0000 2018,"Anthony Bourdain's fans turned the restaurant where he shot to fame as a chef into a memorial, leaving roses and no… https://t.co/5fg9y1cERL",0.4404,0.132,0.868,0.0,60
@CNN,Sat Jun 09 16:14:06 +0000 2018,"Hall of Fame trainer Bob Baffert, who is looking to make history with a win today at the Belmont Stakes, compares h… https://t.co/sUsVNh98tA",0.7717,0.251,0.749,0.0,61
@CNN,Sat Jun 09 16:00:03 +0000 2018,"The week began with news of Trump canceling the Philadelphia Eagles' visit to the White House, and ended with news… https://t.co/H1ILtBxF1W",0.0,0.0,1.0,0.0,62
@CNN,Sat Jun 09 15:50:29 +0000 2018,Illinois Republicans in Congress are making an urgent plea to President Trump: Don't let Rod Blagojevich off the ho… https://t.co/L4UPCaV1kD,0.2023,0.087,0.913,0.0,63
@CNN,Sat Jun 09 15:38:05 +0000 2018,Former Trump campaign chairman Paul Manafort and his attorneys struck back at special counsel Robert Mueller's char… https://t.co/m4eIhVUiWL,0.1779,0.13,0.773,0.097,64
@CNN,Sat Jun 09 15:27:34 +0000 2018,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/7vTbQ8M6D8",-0.296,0.0,0.824,0.176,65
@CNN,Sat Jun 09 15:13:56 +0000 2018,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/UkiwKzYsxC",0.0,0.0,1.0,0.0,66
@CNN,Sat Jun 09 14:57:06 +0000 2018,Republicans haven't won statewide in Virginia since 2009. Tuesday's Senate primary shows why:… https://t.co/xkWpPfkUCE,-0.4585,0.0,0.813,0.187,67
@CNN,Sat Jun 09 14:43:08 +0000 2018,President Trump says he thinks he’ll know “within the first minute” if North Korea is serious about peace… https://t.co/kRdFefn4fN,-0.0772,0.0,0.933,0.067,68
@CNN,Sat Jun 09 14:36:51 +0000 2018,"RT @CNNPolitics: Trump: ""I think it would be asset to have Russia back in. I think it would be good for the world. I think it would be good…",0.6597,0.178,0.822,0.0,69
@CNN,Sat Jun 09 14:30:03 +0000 2018,"""Consumer Financial Protection Bureau acting director Mick Mulvaney has ousted a committed group of experts who vol… https://t.co/l36frkFEtw",0.2732,0.116,0.884,0.0,70
@CNN,Sat Jun 09 14:24:10 +0000 2018,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/D0Fi57k3zj,0.539,0.148,0.852,0.0,71
@CNN,Sat Jun 09 14:20:07 +0000 2018,Things don't look good for Dodge and Chrysler https://t.co/twYdKzCpZ4 https://t.co/9aKZvGnuQG,-0.3412,0.0,0.789,0.211,72
@CNN,Sat Jun 09 14:18:20 +0000 2018,"President Trump: Trade was ""at the top of the list"" at G7 discussions because ""the United States has been taken adv… https://t.co/u6247HzPsj",0.5574,0.187,0.813,0.0,73
@CNN,Sat Jun 09 14:16:21 +0000 2018,President Trump is speaking at the G7 before heading to Singapore for the summit with Kim Jong Un. Watch live on CN… https://t.co/dNYLQOvVEk,0.0,0.0,1.0,0.0,74
@CNN,Sat Jun 09 14:09:49 +0000 2018,President Trump is planning to depart the G7 ahead of climate change talks https://t.co/bfFqMKTIrg https://t.co/6PkzSs4guA,0.0,0.0,1.0,0.0,75
@CNN,Sat Jun 09 14:01:04 +0000 2018,Former President Obama says he’ll always remember the meal he shared with Anthony Bourdain in Vietnam: “He taught u… https://t.co/XI67jcoy55,0.34,0.112,0.888,0.0,76
@CNN,Sat Jun 09 13:46:07 +0000 2018,President Trump's tariffs on steel and aluminum threaten America's booming RV industry https://t.co/FxOEFN6Sx2 https://t.co/zpDj0uGxRI,-0.3818,0.0,0.833,0.167,77
@CNN,Sat Jun 09 13:31:03 +0000 2018,"What is a tariff? Your trade questions, answered https://t.co/8Fylq20zXj https://t.co/pSfQJhAnZR",0.0,0.0,1.0,0.0,78
@CNN,Sat Jun 09 13:26:05 +0000 2018,The Duke and Duchess of Sussex celebrate Queen Elizabeth II's official birthday with the traditional Trooping the C… https://t.co/L2o8IJcNej,0.5719,0.171,0.829,0.0,79
